"int","prevalence","precision","cpe","sta.cpe","fsd","sta.fsd","mip","sta.mip","stability"
"Agr_pct-_Res_pct+",0.201351068251465,143.742416291929,-0.000285376787934721,0,0.0361069750255516,1,0.0085365493566707,1,1
"CircVolt_kV+_Com_pct-_nlxwhite_pct-_tothh_ctot+",0.0603709624727655,143.917018866995,-0.000293876096577605,0,0.152206457089588,1,-0.0852368878465022,0,0
"Length_m_ctot+_nlxwhite_pct-",0.134505342978205,144.066690474058,-0.00030114535846204,0,0.00253900436568566,1,-0.0379118415309501,0,0
"popsens_pctl-_tothh_ctot+",0.11762897470527,144.086319098486,-0.000302097558908532,0,0.0165859449325403,1,-0.00793995617596899,0,0
"medyrbuilt+_tothh_pct-",0.0977795315931612,144.395223259145,-0.000317048535901421,0,0.049038608553273,1,-0.0580254795169814,0,0
"Com_pct+_Res_pct+",0.0974113688736961,144.498502971983,-0.000322032970559771,0,0.0399142376746751,1,0.0137827747442714,1,0
"racediversity+_tothh_ctot+",0.173330240976878,144.626921893257,-0.000328220697783932,0,0.0197016005874664,1,-0.004195040115202,0,1
"Agr_pct-_Com_pct-_Res_pct+",0.116772347195653,144.852427375571,-0.000339059795224195,0,0.0983059972590987,1,-0.0132607393750517,0,0
"Agr_pct-_Oth_pct-",0.166415130434702,144.929768308154,-0.00034276945265499,0,0.0366887118305836,1,0.0207743783656671,1,1
"polexposure_pctl-_tothh_ctot+",0.13812562006475,145.04333909285,-0.00034820967975624,0,0.0190915738543362,1,-0.0013199262873087,0,1
"Com_pct-_Oth_pct-",0.269295711884641,145.175559410826,-0.000354532489819093,0,0.102578940633336,1,0.00997527825388822,1,1
"latinx_pct+_Res_pct+",0.10334896903396,145.39925307812,-0.000365203303862138,0,-0.015885120181824,0,0.019997055372845,1,1
"latinx_pct+_tothh_ctot+",0.154166544503831,145.518886271698,-0.000370896631156858,0,0.0160137822435384,1,0.00195336639795318,1,1
"Agr_pct-_ResCust+",0.262367417376369,145.524686999189,-0.000371172448215829,0,0.0667616908875674,1,0.0112652977340453,1,1
"Com_pct-_hhdensity_hhsqkm+",0.161774448867262,145.531175826418,-0.000371480957379156,0,0.000751353609851568,1,0.0124218441560213,1,1
"Oth_pct-_Res_pct+",0.231871793789027,145.553489494674,-0.00037254164276268,0,-0.0377141161184011,0,0.0210572717477691,1,1
"racediversity+_ResCust+",0.14889861760545,145.631940306926,-0.000376268231091714,0,0.00175066762722897,1,0.0120020373616558,1,0
"Agr_pct-_largemulti_pct-",0.0682222430822187,145.913358333107,-0.000389603130723337,0,0.120719335529372,1,0.00241353834412283,1,0
"Com_pct-_Length_m_ctot+_tothh_pct-",0.158475473861715,145.983778465142,-0.000392931895373261,0,0.140001499191608,1,-0.0577513199343729,0,0
"polexposure_pctl-_ResCust+",0.120180716698686,146.133409904022,-0.000399994296592432,0,0.0139066885373511,1,0.0154395263611349,1,0
"edavgyrs+_Res_pct+",0.0771710255757933,146.216153103837,-0.000403893435545921,0,0.011815705803818,1,0.0238348765298264,1,1
"Agr_pct-_tothh_ctot+",0.287495320970259,146.757789495639,-0.000429308208142132,0,0.0242403046606523,1,0.0104310229933375,1,1
"Com_pct-_Res_pct+",0.28650390821845,146.786070093516,-0.000430630026206913,0,-0.0266252357408987,0,0.0210077349549946,1,1
"Ind_pct-_largemulti_pct-",0.0685847678523695,146.854711150506,-0.000433836143110877,0,0.0876211183669535,1,0.00884426737231081,1,0
"hhdensity_hhsqkm+_ResCust+",0.208913328432342,146.984682190604,-0.000439898656890758,0,0.03175899353811,1,0.0212479339815639,1,1
"Com_pct+_Length_m_ctot+",0.0928262684092656,147.107518968063,-0.000445618511802248,0,-0.00183832711166154,0,-0.0170244212164112,0,1
"Oth_pct-_ResCust+",0.29004940860646,147.539441929422,-0.000465654983104358,0,-0.0478886082711603,0,0.0250150983627497,1,1
"Agr_pct-_Com_pct-_tothh_ctot+",0.170998037158173,147.633510440859,-0.000470003126395779,0,0.111708523332122,1,-0.0118962154137776,0,1
"Agr_pct-_Res_pct+_tothh_ctot+",0.161517563453559,147.823863128065,-0.000478784841137836,0,0.0640027480933787,1,-0.000644596686882437,0,0
"Agr_pct-_Com_pct-_Res_pct+_tothh_ctot+",0.0928822811420038,147.897965381139,-0.000482197334581436,0,0.117744482557228,1,-0.0239255100526439,0,0
"Res_pct+_tothh_ctot+",0.429881265515537,147.919180617848,-0.000483173688776706,0,0.0204407817477213,1,0.0183135333587883,1,1
"Com_pct-_unitsavg-",0.102229561471326,147.986656515074,-0.000486277154394532,0,0.0624968414196103,1,0.0291536246657449,1,0
"Agr_pct-_popsens_pctl+",0.124784372270191,148.127442542367,-0.000492743288599939,0,0.129664182728305,1,0.0178059584531907,1,1
"Oth_pct-_popsens_pctl+",0.1347785191451,148.270931281362,-0.000499320876937936,0,-0.00824591527114604,0,0.0187741739555412,1,0
"Oth_pct-_tothh_ctot+",0.359489730908677,148.336138921932,-0.000502305804763292,0,0.0327636269115243,1,0.0211283930551049,1,1
"nlxwhite_pct+_tothh_ctot+",0.127415829297874,148.523230326061,-0.000510855454185499,0,0.0264062164498067,1,0.0223888648358956,1,1
"hhdensity_hhsqkm+_tothh_ctot+",0.226663088355769,148.640650390462,-0.000516210252782257,0,-0.0206778468784317,0,0.0231791363199561,1,1
"Res_pct+_ResCust+",0.34792280969003,148.737128492355,-0.000520603670064901,0,-0.0571055244968751,0,0.0331000649551978,1,1
"Ind_pct-_Res_pct+_ResCust+_tothh_pct-",0.0762551007785435,148.777022172136,-0.000522418676577985,0,0.161375605827491,1,-0.0540503362715556,0,0
"CircVolt_kV+_latinx_pct+",0.102176959417497,149.026472235952,-0.000533745570359567,0,0.0745790107386735,1,-0.0131709112521667,0,0
"edavgyrs+_ResCust+",0.0989092976339021,149.036680746943,-0.000534208302580552,0,0.0259537110765411,1,0.0351120105752631,1,0
"Agr_pct-_Oth_pct-_ResCust+",0.115836327005205,149.113980096999,-0.000537710070668496,0,0.0566954508185527,1,0.010615437655785,1,0
"Com_pct-_ResCust+",0.361710914420116,149.210065429397,-0.000542057794798545,0,-0.0275732683970753,0,0.0362747035749997,1,1
"ResCust+_unitsavg+",0.0701221364432032,149.242967755617,-0.000543545287027047,0,-0.00513874305468587,0,0.0364951893646897,1,0
